Value,Average Volume
0,45.34831746031746
10,45.0528843537415
100,92.33742857142857
15,46.229301587301585
20,43.772181405895694
25,43.059392290249434
30,44.109809523809524
35,51.63689795918367
40,42.855827664399094
45,44.52180952380952
5,45.35607256235828
50,46.57156462585034
55,44.22879365079365
60,43.09597278911565
65,48.14828571428571
70,54.89324263038549
75,59.53098412698413
80,60.60362358276644
85,62.7398820861678
90,73.92368707482993
95,92.47108843537416
