Value,Average Volume
0,42.89461224489796
10,41.57865306122449
100,88.18764172335601
15,41.54928798185941
20,40.880825396825394
25,40.77205442176871
30,43.73704761904762
35,57.67693424036281
40,41.04439909297052
45,40.484149659863945
5,43.59366439909297
50,39.75481632653061
55,39.30641723356009
60,39.88551020408163
65,46.18272108843537
70,51.10589569160998
75,55.869360544217685
80,58.935977324263035
85,58.34931519274377
90,71.72209977324263
95,91.19409977324263
