Value,Average Volume
0,42.742829931972786
10,42.06423129251701
100,89.37729251700681
15,40.667469387755105
20,43.624149659863946
25,40.390095238095235
30,40.60846258503401
35,50.006902494331065
40,42.598344671201815
45,41.56439002267574
5,42.08313832199546
50,41.94821315192744
55,41.392158730158734
60,40.62686621315193
65,42.42913378684807
70,47.06422675736962
75,61.982462585034014
80,57.99215873015873
85,59.13587301587302
90,99.88697052154195
95,81.06695691609977
