Value,Average Volume
0,45.73975056689343
10,45.1122947845805
100,83.03774149659864
15,41.50687074829932
20,44.01243537414966
25,45.43009977324263
30,44.20619954648526
35,43.180195011337865
40,94.11868480725623
45,86.58409977324263
5,43.55680725623583
50,236.82480725623583
55,75.90031746031747
60,285.67445351473924
65,44.97925170068027
70,49.88780498866213
75,58.814403628117915
80,57.42841723356009
85,58.90398185941043
90,66.53940136054422
95,75.8097097505669
