Value,Average Volume
0,45.218816326530614
10,45.53744671201814
100,96.1553015873016
15,44.908802721088435
20,45.507233560090704
25,44.3055873015873
30,43.2019410430839
35,45.23183219954649
40,45.20579138321995
45,42.991074829931975
5,45.26844444444444
50,44.939628117913834
55,44.440716553287984
60,44.002045351473924
65,49.851945578231295
70,54.23324263038549
75,59.75483446712018
80,60.6200589569161
85,64.85632653061225
90,73.56760090702947
95,90.34992290249433
