Value,Average Volume
0,44.99116553287982
10,44.54969614512471
100,86.07750566893424
15,45.017492063492064
20,43.10016326530612
25,43.818780045351474
30,53.03534240362812
35,48.69408616780046
40,45.57257142857143
45,41.25926530612245
5,45.37370068027211
50,43.02492970521542
55,43.99403628117914
60,44.27690702947846
65,44.71754195011338
70,49.65228117913832
75,57.61750566893424
80,57.35202267573696
85,62.14981859410431
90,72.06489342403628
95,90.41898412698413
