Value,Average Volume
0,46.05925170068027
10,45.993641723356006
100,87.50539682539683
15,46.12531065759637
20,45.367927437641725
25,43.88991383219955
30,42.207201814058955
35,50.38877097505669
40,42.993850340136056
45,43.14134693877551
5,45.14374603174603
50,41.95557369614512
55,45.120503401360544
60,46.518580498866214
65,45.33895238095238
70,51.53163265306122
75,60.33565079365079
80,59.88277097505669
85,64.73779138321996
90,76.46258049886622
95,96.42986394557823
