Value,Average Volume
0,47.05204535147392
10,46.42142857142857
100,81.01426303854875
15,45.81984580498866
20,46.3191746031746
25,48.90271655328798
30,57.29316099773243
35,97.03219501133786
40,47.51114285714286
45,45.372625850340135
5,46.48804535147392
50,45.29097052154195
55,44.36328344671202
60,45.526539682539685
65,44.911192743764175
70,52.834321995464855
75,58.571927437641726
80,60.51228117913832
85,66.61770068027211
90,79.58204081632653
95,95.68337414965987
