Value,Average Volume
0,43.689678004535146
10,43.12107936507937
100,91.09144671201814
15,41.80881179138322
20,44.42798639455782
25,51.65921541950113
30,42.978702947845804
35,43.13803174603174
40,41.298308390022676
45,40.71439002267574
5,43.047333333333334
50,41.85566439909297
55,39.82206349206349
60,39.50381405895692
65,41.97850793650794
70,46.21812244897959
75,59.0615283446712
80,57.997795918367345
85,61.04306575963719
90,71.17749659863945
95,87.04750113378685
