Value,Average Volume
0,43.85871201814059
10,44.53224489795918
100,92.4937641723356
15,48.84193197278911
20,44.3745306122449
25,43.75187301587302
30,47.38892517006803
35,45.72240816326531
40,43.76228571428572
45,45.08183219954648
5,45.27639455782313
50,44.97179591836735
55,42.90074829931973
60,44.70859410430839
65,42.943709750566896
70,49.84895238095238
75,59.192848072562356
80,60.943455782312924
85,61.960585034013604
90,72.46187301587301
95,89.41089795918367
