Value,Average Volume
0,42.87620408163265
10,41.13183219954649
100,86.89206349206349
15,41.125736961451246
20,52.41170068027211
25,42.03541950113379
30,40.113573696145124
35,49.743759637188205
40,42.011056689342404
45,41.65380045351474
5,43.23544217687075
50,39.69150566893424
55,41.97767346938775
60,42.07613605442177
65,44.00483900226757
70,46.39692970521542
75,56.80581859410431
80,57.477378684807256
85,62.84195464852608
90,72.16762358276644
95,88.33694784580499
